# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
3403,Kepler-27 c,Kepler-27,1,3,Transit,2011,Kepler,0,31.33090000,0.191000,4.900,0.437,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,4385.87000,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,13.80000,Mass,0.000000,11.07,481,1,,5400.00,0.59,0.65,0.410,[M/H],5.40,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000,15.8220000,14.1180000,15.8164000
3410,Kepler-272 b,Kepler-272,1,3,Transit,2014,Kepler,0,2.97135300,0.038000,1.430,0.128,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,78.00000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.24500,Mass,0.000000,801.74,1200,0,,5297.00,0.93,0.86,0.090,[M/H],4.43,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.6080000,14.8110000,12.7080000,14.6591000
3411,Kepler-272 c,Kepler-272,1,3,Transit,2014,Kepler,0,6.05734200,0.061000,1.790,0.160,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,97.80000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.30800,Mass,0.000000,310.76,947,0,,5297.00,0.93,0.86,0.090,[M/H],4.43,19h56m30.61s,299.1275257,+47d35m37.79s,47.5938319,889.6080000,14.8110000,12.7080000,14.6591000
3421,Kepler-276 c,Kepler-276,1,3,Transit,2013,Kepler,0,31.88400000,0.199400,2.900,0.259,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,16.60000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.05200,Mass,0.000000,19.79,563,1,,5779.00,1.03,1.10,0.020,[Fe/H],4.46,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000
3422,Kepler-276 d,Kepler-276,1,3,Transit,2013,Kepler,0,48.64800000,0.264200,2.800,0.250,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,16.30000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.05100,Mass,0.000000,11.27,489,1,,5779.00,1.03,1.10,0.020,[Fe/H],4.46,19h34m16.37s,293.5681970,+39d02m10.72s,39.0363123,1144.8600000,15.4810000,13.8380000,15.3648000
3423,Kepler-277 b,Kepler-277,1,2,Transit,2013,Kepler,0,17.32400000,0.138500,2.920,0.261,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,87.30000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.27500,Mass,0.000000,198.25,964,1,,5946.00,1.69,1.12,0.100,[Fe/H],4.03,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000
3424,Kepler-277 c,Kepler-277,1,2,Transit,2013,Kepler,0,33.00600000,0.212900,3.360,0.300,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,64.20000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.20200,Mass,0.000000,83.90,778,1,,5946.00,1.69,1.12,0.100,[Fe/H],4.03,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.6430000,13.5440000,11.9660000,13.3884000
3428,Kepler-279 c,Kepler-279,1,3,Transit,2013,Kepler,0,35.73600000,0.223600,4.300,0.384,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,49.40000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.15500,Mass,0.000000,60.16,774,1,,6689.45,1.07,1.10,-0.114,[M/H],4.42,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,13.6470000,12.5090000,13.5847000
3429,Kepler-279 d,Kepler-279,1,3,Transit,2013,Kepler,0,54.41400000,0.290100,3.100,0.277,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,37.50000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.11800,Mass,0.000000,35.74,574,1,,6689.45,1.07,1.10,-0.114,[M/H],4.42,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,13.6470000,12.5090000,13.5847000
3430,Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,0,5.91230000,0.062000,3.600,0.321,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,479.90000,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,1.51000,Mass,0.000000,62.58,585,1,M0 V,4590.00,0.70,0.75,0.340,[M/H],4.29,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.3590000,15.1300000,12.7190000,15.0257000
3431,Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,0,8.98580000,0.081000,3.400,0.303,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,432.23000,<a refstr=STEFFEN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.421.2342S/abstract target=ref> Steffen et al. 2012 </a>,1.36000,Mass,0.000000,35.90,509,1,M0 V,4590.00,0.70,0.75,0.340,[M/H],4.29,19h28m32.89s,292.1370409,+42d25m46.14s,42.4294835,438.3590000,15.1300000,12.7190000,15.0257000
3439,Kepler-282 d,Kepler-282,1,4,Transit,2013,Kepler,0,24.80600000,0.154000,2.460,0.219,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,61.00000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.19200,Mass,0.000000,52.35,588,1,,5699.00,0.89,0.97,-0.250,[Fe/H],4.53,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
3440,Kepler-282 e,Kepler-282,1,4,Transit,2013,Kepler,0,44.34700000,0.226900,3.100,0.277,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,56.20000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.17700,Mass,0.000000,24.11,484,1,,5699.00,0.89,0.97,-0.250,[Fe/H],4.53,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,15.4440000,13.6500000,15.1779000
3456,Kepler-289 b,Kepler-289,1,3,Transit,2014,Kepler,0,34.54500000,0.210000,2.150,0.192,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,7.30000,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.02300,Mass,0.000000,27.37,607,1,,5990.00,1.00,1.08,0.050,[Fe/H],4.47,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,14.1420000,12.5080000,13.9628000
3457,Kepler-289 c,Kepler-289,1,3,Transit,2014,Kepler,0,125.85180000,0.510000,11.590,1.034,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,132.00000,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.42000,Mass,0.000000,4.88,394,1,,5990.00,1.00,1.08,0.050,[Fe/H],4.47,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,14.1420000,12.5080000,13.9628000
3458,Kepler-289 d,Kepler-289,1,3,Transit,2014,Kepler,0,66.06340000,0.330000,2.680,0.239,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,4.00000,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,0.01300,Mass,,,,1,,5990.00,1.00,1.08,0.050,[Fe/H],4.47,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,14.1420000,12.5080000,13.9628000
3459,Kepler-29 b,Kepler-29,1,2,Transit,2011,Kepler,0,10.33974000,0.091900,2.550,0.227,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,5.00000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.01573,Mass,0.000000,55.90,777,1,,5378.00,0.73,0.76,-0.440,[Fe/H],4.60,19h53m23.61s,298.3483820,+47d29m28.69s,47.4913021,832.5320000,15.5470000,13.6570000,15.2819000
3460,Kepler-29 c,Kepler-29,1,2,Transit,2011,Kepler,0,13.28613000,0.108700,2.340,0.209,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,4.50000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.01416,Mass,0.000000,34.40,715,1,,5378.00,0.73,0.76,-0.440,[Fe/H],4.60,19h53m23.61s,298.3483820,+47d29m28.69s,47.4913021,832.5320000,15.5470000,13.6570000,15.2819000
3482,Kepler-297 b,Kepler-297,1,2,Transit,2014,Kepler,0,38.87182600,0.217000,2.870,0.256,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,48.50000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.15300,Mass,0.000000,16.46,509,1,,5619.00,0.92,0.98,-0.100,[Fe/H],4.47,18h52m50.20s,283.2091605,+48d46m39.42s,48.7776156,692.1400000,14.3260000,12.7800000,14.1922000
3483,Kepler-297 c,Kepler-297,1,2,Transit,2014,Kepler,0,74.92013700,0.336000,6.540,0.583,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,42.10000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.13200,Mass,0.000000,6.86,409,1,,5619.00,0.92,0.98,-0.100,[Fe/H],4.47,18h52m50.20s,283.2091605,+48d46m39.42s,48.7776156,692.1400000,14.3260000,12.7800000,14.1922000
3491,Kepler-30 b,Kepler-30,1,3,Transit,2012,Kepler,0,29.33434000,0.180000,3.900,0.348,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,11.30000,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.03600,Mass,0.042000,16.38,524,1,,5498.00,0.95,0.99,0.180,[Fe/H],4.77,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.2210000,15.7260000,13.5810000,15.3761000
3492,Kepler-30 c,Kepler-30,1,3,Transit,2012,Kepler,0,60.32310500,0.300000,12.300,1.097,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,640.00000,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,2.01000,Mass,0.011100,6.22,411,1,,5498.00,0.95,0.99,0.180,[Fe/H],4.77,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.2210000,15.7260000,13.5810000,15.3761000
3493,Kepler-30 d,Kepler-30,1,3,Transit,2012,Kepler,0,143.34394000,0.500000,8.800,0.785,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,23.10000,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.07300,Mass,0.022000,1.96,308,1,,5498.00,0.95,0.99,0.180,[Fe/H],4.77,19h01m08.08s,285.2836483,+38d56m50.15s,38.9472625,914.2210000,15.7260000,13.5810000,15.3761000
3507,Kepler-305 b,Kepler-305,1,4,Transit,2013,Kepler,0,5.48700000,0.057100,3.600,0.321,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,10.50000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.03300,Mass,0.000000,112.91,836,1,,5117.00,0.80,0.76,0.030,[Fe/H],4.51,19h56m53.82s,299.2242557,+40d20m35.40s,40.3431670,868.4770000,15.8510000,13.7020000,15.7661000
3508,Kepler-305 c,Kepler-305,1,4,Transit,2013,Kepler,0,8.29100000,0.075200,3.300,0.294,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,6.00000,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,0.01900,Mass,0.000000,65.10,728,1,,5117.00,0.80,0.76,0.030,[Fe/H],4.51,19h56m53.82s,299.2242557,+40d20m35.40s,40.3431670,868.4770000,15.8510000,13.7020000,15.7661000
3509,Kepler-305 d,Kepler-305,1,4,Transit,2014,Kepler,0,16.73866100,0.121000,2.710,0.242,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.10000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.02863,Mass,0.000000,25.52,576,0,,5100.00,0.79,0.85,0.030,[Fe/H],4.56,19h56m53.82s,299.2242557,+40d20m35.40s,40.3431670,868.4770000,15.8510000,13.7020000,15.7661000
3515,Kepler-307 b,Kepler-307,1,2,Transit,2013,Kepler,0,10.42080000,0.091700,2.430,0.217,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,7.44000,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.02341,Mass,0.000000,59.70,797,1,,5367.00,0.81,0.91,0.190,[Fe/H],4.46,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.5810000,14.1490000,12.3210000,14.0561000
3516,Kepler-307 c,Kepler-307,1,2,Transit,2013,Kepler,0,13.07290000,0.106800,2.200,0.196,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,3.64000,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,0.01145,Mass,0.000000,44.00,739,1,,5367.00,0.81,0.91,0.190,[Fe/H],4.46,19h51m10.82s,297.7950939,+40d25m03.51s,40.4176403,575.5810000,14.1490000,12.3210000,14.0561000
3522,Kepler-31 c,Kepler-31,1,3,Transit,2011,Kepler,0,42.63180000,0.260000,5.300,0.473,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,1493.70000,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,4.70000,Mass,0.000000,35.25,615,1,,6340.00,1.22,1.21,-0.076,[Fe/H],4.70,19h36m05.53s,294.0230229,+45d51m10.99s,45.8530535,1664.6400000,15.4960000,13.8710000,15.2240000
3523,Kepler-31 d,Kepler-31,1,3,Transit,2014,Kepler,0,87.64510000,0.400000,3.900,0.348,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,2161.24400,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,6.80000,Mass,0.000000,13.49,484,0,,6340.00,1.22,1.21,-0.076,[Fe/H],4.70,19h36m05.53s,294.0230229,+45d51m10.99s,45.8530535,1664.6400000,15.4960000,13.8710000,15.2240000
3526,Kepler-310 d,Kepler-310,1,3,Transit,2014,Kepler,0,92.87612500,0.392000,2.470,0.220,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.00000,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp Lithwick 2017</a>,0.02202,Mass,0.000000,3.66,353,0,,5797.00,0.88,0.91,-0.070,[Fe/H],4.52,19h15m21.43s,288.8392780,+46d59m12.29s,46.9867472,602.2680000,14.3760000,12.6260000,14.2650000
3539,Kepler-317 b,Kepler-317,1,2,Transit,2014,Kepler,0,5.52424200,0.061000,2.090,0.186,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,109.80000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.34500,Mass,0.000000,151.65,976,0,,5497.00,0.94,0.86,0.130,[Fe/H],4.49,19h39m46.53s,294.9438822,+39d01m55.38s,39.0320499,940.5840000,15.6650000,13.6680000,15.4571000
3546,Kepler-32 b,Kepler-32,1,5,Transit,2011,Kepler,0,5.90124000,0.050000,2.200,0.196,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,1303.00000,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,4.10000,Mass,0.000000,22.02,514,1,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],4.64,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,323.8470000,16.3600000,12.7570000,15.8123000
3547,Kepler-32 c,Kepler-32,1,5,Transit,2011,Kepler,0,8.75220000,0.090000,2.000,0.178,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,158.90000,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,0.50000,Mass,0.000000,10.68,451,1,M1 V,3900.00,0.53,0.58,0.000,[Fe/H],4.64,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,323.8470000,16.3600000,12.7570000,15.8123000
3557,Kepler-323 b,Kepler-323,1,2,Transit,2014,Kepler,0,1.67832800,0.027780,1.381,0.123,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.90000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.01227,Mass,0.095000,1900.00,1838,0,,6004.00,1.12,1.02,-0.140,[Fe/H],4.38,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,454.8830000,12.7800000,11.3540000,12.6580000
3558,Kepler-323 c,Kepler-323,1,2,Transit,2014,Kepler,0,3.55382290,0.045800,1.570,0.140,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,6.80000,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.02140,Mass,0.095000,700.00,1431,0,,6004.00,1.12,1.02,-0.140,[Fe/H],4.38,19h25m31.75s,291.3822988,+38d07m38.85s,38.1274595,454.8830000,12.7800000,11.3540000,12.6580000
3565,Kepler-326 b,Kepler-326,1,3,Transit,2014,Kepler,0,2.24832900,0.032000,1.520,0.136,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,44.60000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.14000,Mass,0.000000,783.45,1127,0,,5105.00,0.80,0.85,0.239,[M/H],4.56,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000,13.7340000,11.6730000,13.6788000
3566,Kepler-326 c,Kepler-326,1,3,Transit,2014,Kepler,0,4.58035800,0.051000,1.400,0.125,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.40000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.05500,Mass,0.000000,303.62,889,0,,5105.00,0.80,0.85,0.239,[M/H],4.56,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000,13.7340000,11.6730000,13.6788000
3567,Kepler-326 d,Kepler-326,1,3,Transit,2014,Kepler,0,6.76688800,0.066000,1.210,0.108,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.90000,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,0.02200,Mass,0.000000,180.64,781,0,,5105.00,0.80,0.85,0.239,[M/H],4.56,19h37m18.14s,294.3255898,+46d00m08.15s,46.0022646,487.6750000,13.7340000,11.6730000,13.6788000
